"","date","state","positive","probableCases","negative","totalTestResults","positiveIncrease","totalTestResultsIncrease","death"
"11878",2020-05-13,"CA",71141,NA,994451,1065592,1759,32222,2934
"11879",2020-05-13,"CO",20475,1940,94044,127034,318,3821,1062
"11880",2020-05-13,"CT",34855,NA,108088,142943,522,4519,3125
"11881",2020-05-13,"DC",6584,NA,25074,31050,99,0,350
"11882",2020-05-13,"DE",6952,NA,27801,47226,211,746,351
"11883",2020-05-13,"FL",40967,NA,552361,591519,799,14557,1898
"11884",2020-05-13,"GA",35332,NA,238572,250862,697,5697,1505
"11885",2020-05-13,"GU",152,4,4110,4262,0,171,5
"11886",2020-05-13,"HI",635,NA,37730,39833,1,641,17
"11887",2020-05-13,"IA",13289,NA,72430,85719,377,4431,306
"11888",2020-05-13,"ID",2293,194,30835,32934,33,416,69
"11889",2020-05-13,"IL",84698,NA,404661,489359,1677,17668,3792
"11890",2020-05-13,"IN",25473,NA,128610,207694,346,8390,1619
"11891",2020-05-13,"KS",7468,NA,50160,57628,352,3519,164
"11892",2020-05-13,"KY",6853,NA,103781,104001,176,0,321
"11893",2020-05-13,"LA",32662,NA,205242,237904,612,9892,2381
"11894",2020-05-13,"MA",80497,NA,329535,532028,1165,17922,5315
