"","date","state","positive","probableCases","negative","totalTestResults","positiveIncrease","totalTestResultsIncrease","death"
"3941",2020-10-02,"LA",168826,1425,2188623,2357449,817,22704,5545
"3942",2020-10-02,"MA",133631,2417,2142598,4200018,761,74914,9490
"3943",2020-10-02,"MD",126222,NA,1513563,2660800,712,30902,3950
"3944",2020-10-02,"ME",5468,568,443822,449290,37,6899,142
"3945",2020-10-02,"MI",139996,13638,3583752,3723748,984,40167,7110
"3946",2020-10-02,"MN",101366,NA,1345684,2086963,1166,31075,2112
"3947",2020-10-02,"MO",129397,NA,1196792,1875678,1485,19692,2144
"3948",2020-10-02,"MP",73,NA,15112,15185,3,3,2
"3949",2020-10-02,"MS",99558,8060,638843,738401,672,672,2999
"3950",2020-10-02,"MT",13855,NA,339507,353362,355,4653,186
"3951",2020-10-02,"NC",214684,5287,2885020,3099704,1775,36043,3608
"3952",2020-10-02,"ND",22641,7,221618,626450,471,7119,267
"3953",2020-10-02,"NE",46185,NA,418079,634687,621,9733,493
"3954",2020-10-02,"NH",8534,NA,269335,455869,217,5055,442
"3955",2020-10-02,"NJ",206629,NA,3465498,3672127,740,58481,16131
"3956",2020-10-02,"NM",30000,NA,905401,935401,339,7012,887
"3957",2020-10-02,"NV",81182,NA,625453,1041566,772,8913,1609
"3958",2020-10-02,"NY",461629,NA,10514395,10976024,1598,119493,25497
"3959",2020-10-02,"OH",156809,9012,3114939,3271748,1495,31551,4905
"3960",2020-10-02,"OK",89559,NA,1140601,1230160,1190,14719,1044
"3961",2020-10-02,"OR",34163,1677,663130,1110713,301,11910,563
"3962",2020-10-02,"PA",161284,5378,1904971,2066255,1161,16493,8179
"3963",2020-10-02,"PR",24505,NA,305972,330477,329,329,673
"3964",2020-10-02,"RI",25076,NA,320833,797014,162,10814,1118
"3965",2020-10-02,"SC",149185,4819,1188867,1338052,862,21598,3409
"3966",2020-10-02,"SD",23522,NA,172739,196261,386,1258,237
"3967",2020-10-02,"TN",198403,8015,2720611,2919014,971,16282,2515
"3968",2020-10-02,"TX",756004,NA,5612738,6368742,3503,86413,15895
"3969",2020-10-02,"UT",75157,NA,759967,1078399,1107,11494,474
"3970",2020-10-02,"VA",149687,7837,1952511,2094361,966,20125,3250
"3971",2020-10-02,"VI",1326,NA,19685,21011,3,240,20
"3972",2020-10-02,"VT",1773,4,161507,291452,14,5126,58
"3973",2020-10-02,"WA",88116,NA,1796588,1884074,594,15985,2132
"3974",2020-10-02,"WI",134948,7042,1445571,2411834,2825,31882,1363
"3975",2020-10-02,"WV",16307,473,560192,576499,283,9911,355
"3976",2020-10-02,"WY",6214,925,97064,184586,131,2772,53
"3977",2020-10-01,"AK",8026,NA,454297,462323,137,5116,57
"3978",2020-10-01,"AL",155744,17582,1000570,1138732,1043,6693,2548
"3979",2020-10-01,"AR",84821,3290,961085,1042616,1124,12899,1384
"3980",2020-10-01,"AS",0,NA,1571,1571,0,0,0
"3981",2020-10-01,"AZ",219212,4604,1256760,2216176,705,22709,5674
"3982",2020-10-01,"CA",813687,NA,13958164,14771851,3062,66649,15888
"3983",2020-10-01,"CO",71218,4976,855990,1376920,682,19761,2054
"3984",2020-10-01,"CT",57742,2436,1546638,1604380,192,10387,4511
"3985",2020-10-01,"DC",15358,NA,374822,390180,32,2320,628
"3986",2020-10-01,"DE",20787,1097,267430,431545,174,1399,636
"3987",2020-10-01,"FL",700602,17454,4616691,8094054,2551,59906,14619
"3988",2020-10-01,"GA",319334,NA,2635058,2954392,1308,20713,7063
"3989",2020-10-01,"GU",2550,2,47998,50548,62,434,49
"3990",2020-10-01,"HI",12589,179,286053,415967,120,4583,136
"3991",2020-10-01,"IA",86634,NA,684309,770943,1038,6076,1360
"3992",2020-10-01,"ID",42048,3862,270970,309156,614,2450,469
"3993",2020-10-01,"IL",297929,2489,5394997,5692926,2166,65615,8940
"3994",2020-10-01,"IN",121176,NA,1266555,2159880,1157,26618,3645
"3995",2020-10-01,"KS",59749,NA,461701,521450,0,0,678
"3996",2020-10-01,"KY",69728,8853,1338887,1399762,888,23775,1191
"3997",2020-10-01,"LA",168009,1425,2166736,2334745,551,16141,5519
"3998",2020-10-01,"MA",132870,2409,2121900,4125104,754,74487,9480
"3999",2020-10-01,"MD",125510,NA,1502690,2629898,785,23985,3949
"4000",2020-10-01,"ME",5431,566,436960,442391,40,7291,142
"4001",2020-10-01,"MI",139012,13434,3544569,3683581,998,35719,7102
"4002",2020-10-01,"MN",100200,NA,1329375,2055888,1066,25721,2102
"4003",2020-10-01,"MO",127912,NA,1187506,1855986,1799,8617,2128
"4004",2020-10-01,"MP",70,NA,15112,15182,0,0,2
"4005",2020-10-01,"MS",98886,7906,638843,737729,696,696,2979
"4006",2020-10-01,"MT",13500,NA,335209,348709,429,5551,181
"4007",2020-10-01,"NC",212909,5120,2850752,3063661,2277,28790,3579
"4008",2020-10-01,"ND",22170,6,220682,619331,367,5844,259
"4009",2020-10-01,"NE",45564,NA,413978,624954,520,6602,478
"4010",2020-10-01,"NH",8317,NA,267517,450814,51,5339,441
"4011",2020-10-01,"NJ",205889,NA,3407757,3613646,614,614,16127
"4012",2020-10-01,"NM",29661,NA,898728,928389,226,7380,882
"4013",2020-10-01,"NV",80410,NA,621147,1032653,430,6366,1603
"4014",2020-10-01,"NY",460031,NA,10396500,10856531,1382,109218,25490
"4015",2020-10-01,"OH",155314,8876,3084883,3240197,1327,74262,4817
"4016",2020-10-01,"OK",88369,NA,1127072,1215441,1170,11413,1035
"4017",2020-10-01,"OR",33862,1661,658083,1098803,353,11944,560
"4018",2020-10-01,"PA",160123,5301,1889639,2049762,1156,11668,8160
"4019",2020-10-01,"PR",24176,NA,305972,330148,176,176,665
"4020",2020-10-01,"RI",24914,NA,318585,786200,166,16378,1117
"4021",2020-10-01,"SC",148323,4536,1168131,1316454,381,7356,3400
"4022",2020-10-01,"SD",23136,NA,171867,195003,747,4234,236
"4023",2020-10-01,"TN",197432,7857,2705300,2902732,1293,18376,2501
"4024",2020-10-01,"TX",752501,NA,5529828,6282329,3534,45172,15823
"4025",2020-10-01,"UT",74050,NA,753086,1066905,1008,10787,459
"4026",2020-10-01,"VA",148721,7731,1933246,2074236,450,24248,3228
"4027",2020-10-01,"VI",1323,NA,19448,20771,5,210,20
"4028",2020-10-01,"VT",1759,4,160608,286326,3,3591,58
"4029",2020-10-01,"WA",87522,NA,1780567,1868089,480,13690,2126
"4030",2020-10-01,"WI",132123,6962,1434721,2379952,3000,32975,1358
"4031",2020-10-01,"WV",16024,465,550564,566588,176,5020,354
"4032",2020-10-01,"WY",6083,913,95212,181814,135,3441,53
"4033",2020-09-30,"AK",7889,NA,449318,457207,104,6151,56
"4034",2020-09-30,"AL",154701,17137,994475,1132039,1147,12327,2540
"4035",2020-09-30,"AR",83697,3087,949107,1029717,942,21812,1369
"4036",2020-09-30,"AS",0,NA,1571,1571,0,0,0
"4037",2020-09-30,"AZ",218507,4573,1243641,2193467,323,19057,5650
"4038",2020-09-30,"CA",810625,NA,13894577,14705202,3200,91657,15792
"4039",2020-09-30,"CO",70536,4958,845848,1357159,511,15979,2051
"4040",2020-09-30,"CT",57550,2421,1536443,1593993,221,12401,4508
"4041",2020-09-30,"DC",15326,NA,372534,387860,26,1464,627
"4042",2020-09-30,"DE",20613,1073,265949,430146,82,1916,636
"4043",2020-09-30,"FL",698051,16922,4594668,8034148,1880,40727,14488
"4044",2020-09-30,"GA",318026,NA,2615653,2933679,1720,22846,7021
"4045",2020-09-30,"GU",2488,2,47626,50114,45,387,49
"4046",2020-09-30,"HI",12469,179,284211,411384,87,3424,132
"4047",2020-09-30,"IA",85596,NA,679271,764867,1120,6479,1344
"4048",2020-09-30,"ID",41434,3735,269007,306706,511,1815,464
"4049",2020-09-30,"IL",295763,2489,5331548,5627311,2273,58546,8916
"4050",2020-09-30,"IN",120019,NA,1259831,2133262,953,31627,3632
"4051",2020-09-30,"KS",59749,NA,461701,521450,1120,7541,678
"4052",2020-09-30,"KY",68840,8622,1315769,1375987,984,13058,1174
"4053",2020-09-30,"LA",167458,1425,2151146,2318604,610,10847,5511
"4054",2020-09-30,"MA",132116,2363,2104449,4050617,532,62393,9456
"4055",2020-09-30,"MD",124725,NA,1493282,2605913,414,17223,3949
"4056",2020-09-30,"ME",5391,567,429709,435100,54,7046,141
"4057",2020-09-30,"MI",138014,13327,3509848,3647862,1194,29778,7083
"4058",2020-09-30,"MN",99134,NA,1315567,2030167,687,12817,2089
"4059",2020-09-30,"MO",126113,NA,1178272,1847369,1351,21170,2118
"4060",2020-09-30,"MP",70,NA,15112,15182,0,336,2
"4061",2020-09-30,"MS",98190,7728,638843,737033,552,552,2969
"4062",2020-09-30,"MT",13071,NA,330087,343158,347,3232,180
"4063",2020-09-30,"NC",210632,4929,2824239,3034871,1495,15285,3532
"4064",2020-09-30,"ND",21803,6,219646,613487,444,5102,249
"4065",2020-09-30,"NE",45044,NA,410594,618352,466,7272,478
"4066",2020-09-30,"NH",8266,NA,265447,445475,33,6503,439
"4067",2020-09-30,"NJ",205275,NA,3407757,3613032,712,46272,16122
"4068",2020-09-30,"NM",29435,NA,891574,921009,278,6023,877
"4069",2020-09-30,"NV",79980,NA,618116,1026287,385,8989,1600
"4070",2020-09-30,"NY",458649,NA,10288664,10747313,1000,97960,25479
"4071",2020-09-30,"OH",153987,8796,3011948,3165935,1080,24558,4804
"4072",2020-09-30,"OK",87199,NA,1116829,1204028,980,11625,1031
"4073",2020-09-30,"OR",33509,1638,652364,1086859,218,14344,559
"4074",2020-09-30,"PA",158967,5043,1879127,2038094,1153,13519,8142
"4075",2020-09-30,"PR",24000,NA,305972,329972,199,199,661
"4076",2020-09-30,"RI",24748,NA,315853,769822,192,9594,1114
"4077",2020-09-30,"SC",147942,4319,1161156,1309098,308,8684,3378
"4078",2020-09-30,"SD",22389,NA,168380,190769,392,1623,223
"4079",2020-09-30,"TN",196139,7634,2688217,2884356,1528,23875,2454
"4080",2020-09-30,"TX",748967,NA,5488190,6237157,5683,36331,15711
"4081",2020-09-30,"UT",73042,NA,746945,1056118,906,11099,459
"4082",2020-09-30,"VA",148271,7657,1909374,2049988,755,10478,3208
"4083",2020-09-30,"VI",1318,NA,19243,20561,0,188,20
"4084",2020-09-30,"VT",1756,4,159604,282735,3,2177,58
"4085",2020-09-30,"WA",87042,NA,1767357,1854399,404,5936,2124
"4086",2020-09-30,"WI",129123,6849,1423247,2346977,2459,23113,1337
"4087",2020-09-30,"WV",15848,455,545720,561568,156,3255,350
"4088",2020-09-30,"WY",5948,902,95212,178373,127,3687,50
"4089",2020-09-29,"AK",7785,NA,443271,451056,122,6265,56
"4090",2020-09-29,"AL",153554,17005,983163,1119712,571,3366,2517
"4091",2020-09-29,"AR",82755,2752,927902,1007905,706,10207,1350
"4092",2020-09-29,"AS",0,NA,1571,1571,0,0,0
"4093",2020-09-29,"AZ",218184,4562,1239906,2174410,674,19062,5632
"4094",2020-09-29,"CA",807425,NA,13806120,14613545,2162,128693,15640
"4095",2020-09-29,"CO",70025,4910,837127,1341180,535,14538,2046
"4096",2020-09-29,"CT",57329,2410,1524263,1581592,182,10386,4505
"4097",2020-09-29,"DC",15300,NA,371096,386396,36,3348,626
"4098",2020-09-29,"DE",20531,1066,264957,428230,142,3259,635
"4099",2020-09-29,"FL",696171,16658,4585548,7993421,3209,64222,14313
"4100",2020-09-29,"GA",316306,NA,2594527,2910833,1025,12335,6994
"4101",2020-09-29,"GU",2443,0,47284,49727,53,516,47
"4102",2020-09-29,"HI",12382,179,284211,407960,87,2429,132
"4103",2020-09-29,"IA",84476,NA,673912,758388,474,3072,1328
"4104",2020-09-29,"ID",40923,3651,267619,304891,422,1639,460
"4105",2020-09-29,"IL",293490,2489,5275275,5568765,1362,45624,8881
"4106",2020-09-29,"IN",119066,NA,1252289,2101635,744,30052,3612
"4107",2020-09-29,"KS",58629,NA,455280,513909,0,0,637
"4108",2020-09-29,"KY",67856,8312,1303385,1362929,917,69789,1170
"4109",2020-09-29,"LA",166848,1224,2140909,2307757,533,18139,5490
"4110",2020-09-29,"MA",131584,2341,2090555,3988224,512,57005,9423
"4111",2020-09-29,"MD",124311,NA,1485999,2588690,431,15083,3946
"4112",2020-09-29,"ME",5337,560,422717,428054,37,4658,141
"4113",2020-09-29,"MI",136820,13187,3481264,3618084,1118,24094,7072
"4114",2020-09-29,"MN",98447,NA,1308131,2017350,809,14235,2072
"4115",2020-09-29,"MO",124762,NA,1178272,1826199,76,13062,2086
"4116",2020-09-29,"MP",70,NA,14776,14846,0,0,2
"4117",2020-09-29,"MS",97638,7556,638843,736481,589,589,2957
"4118",2020-09-29,"MT",12724,NA,327202,339926,311,2730,177
"4119",2020-09-29,"NC",209137,4806,2810449,3019586,889,15053,3494
"4120",2020-09-29,"ND",21359,6,218447,608385,419,4463,242
"4121",2020-09-29,"NE",44578,NA,407979,611080,515,4238,472
"4122",2020-09-29,"NH",8233,NA,261971,438972,25,6576,439
"4123",2020-09-29,"NJ",204563,NA,3362197,3566760,456,456,16113
"4124",2020-09-29,"NM",29157,NA,885829,914986,172,5481,875
"4125",2020-09-29,"NV",79595,NA,616125,1017298,404,7032,1593
"4126",2020-09-29,"NY",457649,NA,10191704,10649353,1189,88231,25470
"4127",2020-09-29,"OH",152907,8642,2988470,3141377,1105,35201,4783
"4128",2020-09-29,"OK",86219,NA,1106184,1192403,1025,31734,1018
"4129",2020-09-29,"OR",33291,1613,646092,1072515,297,8533,555
"4130",2020-09-29,"PA",157814,4946,1866761,2024575,988,12258,8123
"4131",2020-09-29,"PR",23801,NA,305972,329773,444,444,654
"4132",2020-09-29,"RI",24556,NA,313342,760228,132,7072,1113
"4133",2020-09-29,"SC",147634,4139,1152780,1300414,1179,26486,3359
"4134",2020-09-29,"SD",21997,NA,167149,189146,259,802,223
"4135",2020-09-29,"TN",194611,7414,2665870,2860481,879,13139,2420
"4136",2020-09-29,"TX",743284,NA,5457542,6200826,3541,29071,15604
"4137",2020-09-29,"UT",72136,NA,740073,1045019,694,8919,457
"4138",2020-09-29,"VA",147516,7555,1899549,2039510,923,12342,3187
"4139",2020-09-29,"VI",1318,NA,19055,20373,1,213,20
"4140",2020-09-29,"VT",1753,4,159001,280558,4,1295,58
"4141",2020-09-29,"WA",86638,NA,1761825,1848463,369,11257,2100
"4142",2020-09-29,"WI",126664,6709,1413774,2323864,2447,20928,1310
"4143",2020-09-29,"WV",15692,444,542621,558313,180,5043,345
"4144",2020-09-29,"WY",5821,873,94722,174686,67,5236,50
"4145",2020-09-28,"AK",7663,NA,437128,444791,114,1922,56
"4146",2020-09-28,"AL",152983,16928,980291,1116346,662,5107,2501
"4147",2020-09-28,"AR",82049,2528,918177,997698,807,57071,1329
"4148",2020-09-28,"AS",0,NA,1571,1571,0,0,0
"4149",2020-09-28,"AZ",217510,4540,1235742,2155348,273,6529,5623
"4150",2020-09-28,"CA",805263,NA,13679589,14484852,2955,151354,15608
"4151",2020-09-28,"CO",69490,4878,830384,1326642,411,13239,2044
"4152",2020-09-28,"CT",57147,2404,1514059,1571206,560,52055,4503
"4153",2020-09-28,"DC",15264,NA,367784,383048,14,1889,624
"4154",2020-09-28,"DE",20389,1055,263426,424971,129,4249,634
"4155",2020-09-28,"FL",692962,16250,4560370,7929199,728,19004,14207
"4156",2020-09-28,"GA",315281,NA,2583217,2898498,596,12229,6961
"4157",2020-09-28,"GU",2390,0,46821,49211,36,492,46
"4158",2020-09-28,"HI",12295,179,281446,405531,98,4280,132
"4159",2020-09-28,"IA",84002,NA,671314,755316,366,693,1320
"4160",2020-09-28,"ID",40501,3602,266353,303252,205,2046,460
"4161",2020-09-28,"IL",292128,2489,5231013,5523141,1709,41142,8858
"4162",2020-09-28,"IN",118322,NA,1247972,2071583,872,5102,3591
"4163",2020-09-28,"KS",58629,NA,455280,513909,2037,11139,637
"4164",2020-09-28,"KY",66939,8051,1234252,1293140,448,18452,1162
"4165",2020-09-28,"LA",166315,1224,2123303,2289618,240,6469,5480
"4166",2020-09-28,"MA",131072,2279,2076881,3931219,430,49373,9415
"4167",2020-09-28,"MD",123880,NA,1479219,2573607,477,17902,3938
"4168",2020-09-28,"ME",5300,545,418096,423396,12,2200,140
"4169",2020-09-28,"MI",135702,12967,3458288,3593990,1329,50933,7051
"4170",2020-09-28,"MN",97638,NA,1300227,2003115,904,22015,2067
"4171",2020-09-28,"MO",124686,NA,1178272,1813137,1280,113818,2064
"4172",2020-09-28,"MP",70,NA,14776,14846,0,0,2
"4173",2020-09-28,"MS",97049,7373,638843,735892,190,4997,2921
"4174",2020-09-28,"MT",12413,NA,324783,337196,306,6889,174
"4175",2020-09-28,"NC",208248,4680,2796285,3004533,868,25805,3445
"4176",2020-09-28,"ND",20940,2,217754,603922,259,3855,237
"4177",2020-09-28,"NE",44063,NA,404298,606842,467,5306,470
"4178",2020-09-28,"NH",8208,NA,261159,432396,36,0,439
"4179",2020-09-28,"NJ",204107,NA,3362197,3566304,559,53038,16103
"4180",2020-09-28,"NM",28985,NA,880520,909505,141,4176,873
"4181",2020-09-28,"NV",79191,NA,613482,1010266,463,2278,1585
"4182",2020-09-28,"NY",456460,NA,10104662,10561122,834,52936,25468
"4183",2020-09-28,"OH",151802,8521,2954374,3106176,993,34989,4746
"4184",2020-09-28,"OK",85194,NA,1075475,1160669,1684,1684,1007
"4185",2020-09-28,"OR",32994,1604,642035,1063982,174,5303,547
"4186",2020-09-28,"PA",156826,4882,1855491,2012317,676,11097,8107
"4187",2020-09-28,"PR",23357,NA,305972,329329,660,660,648
"4188",2020-09-28,"RI",24424,NA,311260,753156,26,2008,1110
"4189",2020-09-28,"SC",146455,4006,1127473,1273928,568,21390,3337
"4190",2020-09-28,"SD",21738,NA,166606,188344,197,840,218
"4191",2020-09-28,"TN",193732,7233,2653610,2847342,737,14806,2389
"4192",2020-09-28,"TX",739743,NA,5432012,6171755,4611,154848,15533
"4193",2020-09-28,"UT",71442,NA,734554,1036100,827,6272,453
"4194",2020-09-28,"VA",146593,7449,1888024,2027168,449,24039,3172
"4195",2020-09-28,"VI",1317,NA,18843,20160,0,0,19
"4196",2020-09-28,"VT",1749,4,158250,279263,3,7878,58
"4197",2020-09-28,"WA",86269,NA,1750937,1837206,439,16583,2100
"4198",2020-09-28,"WI",124217,6629,1405377,2302936,1739,23385,1293
"4199",2020-09-28,"WV",15512,426,537758,553270,164,3547,337
"4200",2020-09-28,"WY",5754,857,94362,169450,121,4151,50
"4201",2020-09-27,"AK",7549,NA,435320,442869,110,0,56
"4202",2020-09-27,"AL",152321,16767,975685,1111239,730,6307,2501
"4203",2020-09-27,"AR",81242,2507,861892,940627,487,6732,1308
"4204",2020-09-27,"AS",0,NA,1571,1571,0,0,0
"4205",2020-09-27,"AZ",217237,4522,1230608,2148819,411,8893,5623
"4206",2020-09-27,"CA",802308,NA,13531190,14333498,4071,150768,15587
"4207",2020-09-27,"CO",69079,4842,824302,1313403,569,17748,2041
"4208",2020-09-27,"CT",56587,2371,1462564,1519151,0,0,4501
"4209",2020-09-27,"DC",15250,NA,365909,381159,35,3180,624
"4210",2020-09-27,"DE",20260,1053,261764,420722,104,5109,633
"4211",2020-09-27,"FL",692234,16201,4552877,7910195,1847,45268,14202
"4212",2020-09-27,"GA",314685,NA,2571584,2886269,812,13914,6946
"4213",2020-09-27,"GU",2354,0,46365,48719,0,0,43
"4214",2020-09-27,"HI",12197,179,279639,401251,127,4255,131
"4215",2020-09-27,"IA",83636,NA,670987,754623,692,3725,1314
"4216",2020-09-27,"ID",40296,3575,264485,301206,539,2554,460
"4217",2020-09-27,"IL",290419,2489,5191580,5481999,1604,50822,8845
"4218",2020-09-27,"IN",117450,NA,1241410,2066481,901,7516,3580
"4219",2020-09-27,"KS",56592,NA,446178,502770,0,0,632
"4220",2020-09-27,"KY",66491,7990,1216560,1274688,455,0,1157
"4221",2020-09-27,"LA",166075,1224,2117074,2283149,923,27084,5465
"4222",2020-09-27,"MA",130642,2216,2064199,3881846,592,101826,9404
"4223",2020-09-27,"MD",123403,NA,1470960,2555705,431,30047,3935
"4224",2020-09-27,"ME",5288,547,415908,421196,28,14777,140
"4225",2020-09-27,"MI",134373,12946,3408684,3543057,0,0,7044
"4226",2020-09-27,"MN",96734,NA,1287778,1981100,1075,26385,2060
"4227",2020-09-27,"MO",123406,NA,1174700,1699319,1392,11810,2063
"4228",2020-09-27,"MP",70,NA,14776,14846,1,1,2
"4229",2020-09-27,"MS",96859,7354,634036,730895,182,182,2919
"4230",2020-09-27,"MT",12107,NA,318200,330307,200,1022,173
"4231",2020-09-27,"NC",207380,4676,2771348,2978728,1290,30925,3441
"4232",2020-09-27,"ND",20681,2,216894,600067,341,5439,234
"4233",2020-09-27,"NE",43596,NA,401533,601536,434,6249,469
"4234",2020-09-27,"NH",8172,NA,259314,432396,51,9805,439
"4235",2020-09-27,"NJ",203548,NA,3309718,3513266,698,698,16105
"4236",2020-09-27,"NM",28844,NA,876485,905329,152,5392,870
"4237",2020-09-27,"NV",78728,NA,610228,1007988,373,3475,1585
"4238",2020-09-27,"NY",455626,NA,10052560,10508186,866,84770,25456
"4239",2020-09-27,"OH",150809,8408,2920378,3071187,800,37200,4741
"4240",2020-09-27,"OK",83510,NA,1075475,1158985,0,0,1004
"4241",2020-09-27,"OR",32820,1572,638670,1058679,239,5312,547
"4242",2020-09-27,"PA",156150,4851,1845070,2001220,918,15696,8106
"4243",2020-09-27,"PR",22697,NA,305972,328669,533,533,644
"4244",2020-09-27,"RI",24398,NA,310722,751148,114,9185,1110
"4245",2020-09-27,"SC",145887,3978,1106651,1252538,614,9741,3326
"4246",2020-09-27,"SD",21541,NA,165963,187504,408,1370,218
"4247",2020-09-27,"TN",192995,7162,2639541,2832536,2104,42657,2377
"4248",2020-09-27,"TX",735132,NA,5281775,6016907,1694,22094,15522
"4249",2020-09-27,"UT",70615,NA,730693,1029828,1068,9401,453
"4250",2020-09-27,"VA",146144,7410,1864395,2003129,736,9785,3159
"4251",2020-09-27,"VI",1317,NA,18843,20160,21,188,19
"4252",2020-09-27,"VT",1746,4,157421,271385,2,1249,58
"4253",2020-09-27,"WA",85830,NA,1734793,1820623,604,19602,2100
"4254",2020-09-27,"WI",122478,6616,1399218,2279551,2247,28227,1291
"4255",2020-09-27,"WV",15348,413,534375,549723,190,7432,334
"4256",2020-09-27,"WY",5633,853,92406,165299,168,326,50
"4257",2020-09-26,"AK",7439,NA,435430,442869,119,1537,52
"4258",2020-09-26,"AL",151591,16707,970048,1104932,933,7337,2501
"4259",2020-09-26,"AR",80755,2495,855635,933895,809,7601,1285
"4260",2020-09-26,"AS",0,NA,1571,1571,0,0,0
"4261",2020-09-26,"AZ",216826,4450,1221851,2139926,459,16612,5622
"4262",2020-09-26,"CA",798237,NA,13384493,14182730,4197,130483,15532
"4263",2020-09-26,"CO",68510,4821,814332,1295655,584,18042,2040
"4264",2020-09-26,"CT",56587,2371,1462564,1519151,0,0,4501
"4265",2020-09-26,"DC",15215,NA,362764,377979,52,4393,624
"4266",2020-09-26,"DE",20156,1053,260243,415613,71,2243,633
"4267",2020-09-26,"FL",690387,16057,4536325,7864927,2731,66440,14190
"4268",2020-09-26,"GA",313873,NA,2558482,2872355,1359,24861,6914
"4269",2020-09-26,"GU",2354,0,46365,48719,68,463,43
"4270",2020-09-26,"HI",12070,179,278076,396996,132,3275,127
"4271",2020-09-26,"IA",82944,NA,667954,750898,899,5917,1311
"4272",2020-09-26,"ID",39757,3525,262420,298652,523,2240,458
"4273",2020-09-26,"IL",288815,2489,5142362,5431177,2441,65217,8832
"4274",2020-09-26,"IN",116549,NA,1233841,2058965,1142,22732,3577
"4275",2020-09-26,"KS",56592,NA,446178,502770,0,0,632
"4276",2020-09-26,"KY",66036,7908,1216560,1274688,970,30060,1154
"4277",2020-09-26,"LA",165152,1224,2090913,2256065,0,0,5444
"4278",2020-09-26,"MA",130050,2218,2046728,3780020,569,73292,9391
"4279",2020-09-26,"MD",122972,NA,1461328,2525658,613,31639,3925
"4280",2020-09-26,"ME",5260,547,401159,406419,25,25,140
"4281",2020-09-26,"MI",134373,12946,3408684,3543057,996,40745,7044
"4282",2020-09-26,"MN",95659,NA,1273023,1954715,1470,30695,2056
"4283",2020-09-26,"MO",122014,NA,1167155,1687509,1716,20077,2063
"4284",2020-09-26,"MP",69,NA,14776,14845,0,0,2
"4285",2020-09-26,"MS",96677,7324,634036,730713,645,4327,2911
"4286",2020-09-26,"MT",11907,NA,317378,329285,343,3169,171
"4287",2020-09-26,"NC",206090,4659,2741713,2947803,1759,40186,3440
"4288",2020-09-26,"ND",20340,2,215849,594628,497,7064,230
"4289",2020-09-26,"NE",43162,NA,397483,595287,431,5078,468
"4290",2020-09-26,"NH",8121,NA,257257,422591,77,4902,439
"4291",2020-09-26,"NJ",202850,NA,3309718,3512568,750,33857,16099
"4292",2020-09-26,"NM",28692,NA,871245,899937,205,6448,870
"4293",2020-09-26,"NV",78355,NA,607323,1004513,602,7438,1582
"4294",2020-09-26,"NY",454760,NA,9968656,10423416,1005,99953,25450
"4295",2020-09-26,"OH",150009,8338,2883978,3033987,1115,38394,4740
"4296",2020-09-26,"OK",83510,NA,1075475,1158985,990,18321,1004
"4297",2020-09-26,"OR",32581,1572,636090,1053367,267,10072,546
"4298",2020-09-26,"PA",155232,4839,1830292,1985524,1029,14924,8103
"4299",2020-09-26,"PR",22164,NA,305972,328136,296,296,642
"4300",2020-09-26,"RI",24284,NA,308864,741963,103,14494,1110
"4301",2020-09-26,"SC",145273,3935,1097524,1242797,1371,16330,3323
"4302",2020-09-26,"SD",21133,NA,165001,186134,579,2187,218
"4303",2020-09-26,"TN",190891,7035,2598988,2789879,1437,27034,2374
"4304",2020-09-26,"TX",733438,NA,5261375,5994813,4886,81364,15485
"4305",2020-09-26,"UT",69547,NA,724940,1020427,1017,12421,448
"4306",2020-09-26,"VA",145408,7235,1855171,1993344,975,19845,3144
"4307",2020-09-26,"VI",1296,NA,18676,19972,0,0,19
"4308",2020-09-26,"VT",1744,4,156799,270136,10,3958,58
"4309",2020-09-26,"WA",85226,NA,1715795,1801021,988,17742,2100
"4310",2020-09-26,"WI",120231,6586,1393412,2251324,2902,30429,1291
"4311",2020-09-26,"WV",15158,408,527133,542291,205,6897,332
"4312",2020-09-26,"WY",5465,847,92406,164973,45,351,50
"4313",2020-09-25,"AK",7320,NA,434012,441332,126,8134,51
"4314",2020-09-25,"AL",150658,16427,963364,1097595,2452,19415,2491
"4315",2020-09-25,"AR",79946,2474,848822,926294,897,8881,1266
"4316",2020-09-25,"AS",0,NA,1571,1571,0,0,0
"4317",2020-09-25,"AZ",216367,4421,1211657,2123314,515,17766,5587
"4318",2020-09-25,"CA",794040,NA,13258207,14052247,3400,99390,15398
"4319",2020-09-25,"CO",67926,4789,804806,1277613,709,16752,2037
"4320",2020-09-25,"CT",56587,2371,1462564,1519151,115,13678,4501
"4321",2020-09-25,"DC",15163,NA,358423,373586,57,5719,623
"4322",2020-09-25,"DE",20085,1041,259289,413370,138,1404,631
"4323",2020-09-25,"FL",687656,15747,4510107,7798487,2809,65615,14083
"4324",2020-09-25,"GA",312514,NA,2534980,2847494,1468,22678,6874
"4325",2020-09-25,"GU",2286,0,45970,48256,23,569,41
"4326",2020-09-25,"HI",11938,159,275096,393721,90,3361,124
"4327",2020-09-25,"IA",82045,NA,662936,744981,974,6401,1307
"4328",2020-09-25,"ID",39234,3470,260648,296412,491,2349,457
"4329",2020-09-25,"IL",286374,2489,5079586,5365960,2805,70084,8807
"4330",2020-09-25,"IN",115407,NA,1226055,2036233,1171,26532,3566
"4331",2020-09-25,"KS",56592,NA,446178,502770,1366,10489,632
"4332",2020-09-25,"KY",65066,7700,1187262,1244628,908,18243,1149
